t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s
15678.587,-369172,2,50161,518581,ptp4l[15678.587]: master offset    -369172 s2 freq  +50161 path delay    518581,120.10000000000036
15679.588,-138872,2,73052,331237,ptp4l[15679.588]: master offset    -138872 s2 freq  +73052 path delay    331237,121.10100000000057
15680.589,-32521,2,83654,433283,ptp4l[15680.589]: master offset     -32521 s2 freq  +83654 path delay    433283,122.10200000000077
15681.591,28577,2,89793,550458,ptp4l[15681.591]: master offset      28577 s2 freq  +89793 path delay    550458,123.10400000000118
15682.591,598980,2,147432,550458,ptp4l[15682.591]: master offset     598980 s2 freq +147432 path delay    550458,124.10400000000118
15683.592,302791,2,118116,550458,ptp4l[15683.592]: master offset     302791 s2 freq +118116 path delay    550458,125.10500000000138
15684.593,3226,2,88163,550458,ptp4l[15684.593]: master offset       3226 s2 freq  +88163 path delay    550458,126.10600000000159
15685.592,-297128,2,57830,433283,ptp4l[15685.592]: master offset    -297128 s2 freq  +57830 path delay    433283,127.10500000000138
15686.595,462465,2,134252,418609,ptp4l[15686.595]: master offset     462465 s2 freq +134252 path delay    418609,128.10800000000017
15687.594,-26820,2,85297,550458,ptp4l[15687.594]: master offset     -26820 s2 freq  +85297 path delay    550458,129.10699999999997
15688.596,1192729,2,208444,617200,ptp4l[15688.596]: master offset    1192729 s2 freq +208444 path delay    617200,130.10900000000038
15689.597,-79104,2,81182,617200,ptp4l[15689.597]: master offset     -79104 s2 freq  +81182 path delay    617200,131.11000000000058
15690.596,-461171,2,42514,617200,ptp4l[15690.596]: master offset    -461171 s2 freq  +42514 path delay    617200,132.10900000000038
15691.6,169350,2,105735,617200,ptp4l[15691.600]: master offset     169350 s2 freq +105735 path delay    617200,133.1130000000012
15692.6,-87834,2,79929,709935,ptp4l[15692.600]: master offset     -87834 s2 freq  +79929 path delay    709935,134.1130000000012
15693.601,-37671,2,84908,698160,ptp4l[15693.601]: master offset     -37671 s2 freq  +84908 path delay    698160,135.1140000000014
15694.602,-65297,2,82080,698160,ptp4l[15694.602]: master offset     -65297 s2 freq  +82080 path delay    698160,136.1150000000016
15695.602,-600626,2,27946,698160,ptp4l[15695.602]: master offset    -600626 s2 freq  +27946 path delay    698160,137.1150000000016
15696.604,-174112,2,70424,644349,ptp4l[15696.604]: master offset    -174112 s2 freq  +70424 path delay    644349,138.1170000000002
15697.606,788454,2,167469,610406,ptp4l[15697.606]: master offset     788454 s2 freq +167469 path delay    610406,139.1190000000006
15698.608,129864,2,101740,730450,ptp4l[15698.608]: master offset     129864 s2 freq +101740 path delay    730450,140.121000000001
15699.608,-236833,2,64833,730450,ptp4l[15699.608]: master offset    -236833 s2 freq  +64833 path delay    730450,141.121000000001
15700.607,-596209,2,28299,730450,ptp4l[15700.607]: master offset    -596209 s2 freq  +28299 path delay    730450,142.1200000000008
15701.608,-166173,2,71137,647868,ptp4l[15701.608]: master offset    -166173 s2 freq  +71137 path delay    647868,143.121000000001
15702.61,282649,2,116301,647868,ptp4l[15702.610]: master offset     282649 s2 freq +116301 path delay    647868,144.1230000000014
15703.611,-121804,2,75734,647868,ptp4l[15703.611]: master offset    -121804 s2 freq  +75734 path delay    647868,145.12400000000162
15704.611,153488,2,103417,647868,ptp4l[15704.611]: master offset     153488 s2 freq +103417 path delay    647868,146.12400000000162
15705.611,-507500,2,36811,610406,ptp4l[15705.611]: master offset    -507500 s2 freq  +36811 path delay    610406,147.12400000000162
15706.612,260140,2,113835,597703,ptp4l[15706.612]: master offset     260140 s2 freq +113835 path delay    597703,148.125
15707.613,300195,2,118141,597703,ptp4l[15707.613]: master offset     300195 s2 freq +118141 path delay    597703,149.1260000000002
15708.614,159791,2,104260,597703,ptp4l[15708.614]: master offset     159791 s2 freq +104260 path delay    597703,150.1270000000004
15709.615,25457,2,90852,729880,ptp4l[15709.615]: master offset      25457 s2 freq  +90852 path delay    729880,151.1280000000006
15710.614,-582019,2,29522,729880,ptp4l[15710.614]: master offset    -582019 s2 freq  +29522 path delay    729880,152.1270000000004
15711.617,-59229,2,81742,625338,ptp4l[15711.617]: master offset     -59229 s2 freq  +81742 path delay    625338,153.13000000000102
15712.619,203357,2,108204,575662,ptp4l[15712.619]: master offset     203357 s2 freq +108204 path delay    575662,154.13200000000143
15713.619,-80198,2,79768,614515,ptp4l[15713.619]: master offset     -80198 s2 freq  +79768 path delay    614515,155.13200000000143
15714.62,106247,2,98519,664191,ptp4l[15714.620]: master offset     106247 s2 freq  +98519 path delay    664191,156.13300000000163
15715.619,-512456,2,36136,664191,ptp4l[15715.619]: master offset    -512456 s2 freq  +36136 path delay    664191,157.13200000000143
15716.622,1286989,2,217368,664191,ptp4l[15716.622]: master offset    1286989 s2 freq +217368 path delay    664191,158.13500000000022
15717.621,-464498,2,41755,683991,ptp4l[15717.621]: master offset    -464498 s2 freq  +41755 path delay    683991,159.13400000000001
15718.625,74569,2,95736,664191,ptp4l[15718.625]: master offset      74569 s2 freq  +95736 path delay    664191,160.13800000000083
15719.624,-201409,2,67937,678988,ptp4l[15719.624]: master offset    -201409 s2 freq  +67937 path delay    678988,161.13700000000063
15720.624,-467460,2,40864,678988,ptp4l[15720.624]: master offset    -467460 s2 freq  +40864 path delay    678988,162.13700000000063
15721.626,-212603,2,66137,797246,ptp4l[15721.626]: master offset    -212603 s2 freq  +66137 path delay    797246,163.13900000000103
15722.627,47115,2,92156,797246,ptp4l[15722.627]: master offset      47115 s2 freq  +92156 path delay    797246,164.14000000000124
15723.627,-706463,2,16092,797246,ptp4l[15723.627]: master offset    -706463 s2 freq  +16092 path delay    797246,165.14000000000124
15724.635,-30741,2,83633,797246,ptp4l[15724.635]: master offset     -30741 s2 freq  +83633 path delay    797246,166.14800000000105
15725.635,-104133,2,76190,730664,ptp4l[15725.635]: master offset    -104133 s2 freq  +76190 path delay    730664,167.14800000000105
15726.636,60234,2,92687,730664,ptp4l[15726.636]: master offset      60234 s2 freq  +92687 path delay    730664,168.14900000000125
15727.637,-438148,2,42411,950267,ptp4l[15727.637]: master offset    -438148 s2 freq  +42411 path delay    950267,169.15000000000146
15728.638,-59498,2,80216,804341,ptp4l[15728.638]: master offset     -59498 s2 freq  +80216 path delay    804341,170.15100000000166
15729.638,-183349,2,67648,804341,ptp4l[15729.638]: master offset    -183349 s2 freq  +67648 path delay    804341,171.15100000000166
15730.639,245368,2,110765,720608,ptp4l[15730.639]: master offset     245368 s2 freq +110765 path delay    720608,172.15200000000004
15731.64,-172473,2,68808,764491,ptp4l[15731.640]: master offset    -172473 s2 freq  +68808 path delay    764491,173.15300000000025
15732.641,153348,2,101544,827376,ptp4l[15732.641]: master offset     153348 s2 freq +101544 path delay    827376,174.15400000000045
15733.64,-633087,2,22267,764491,ptp4l[15733.640]: master offset    -633087 s2 freq  +22267 path delay    764491,175.15300000000025
15734.643,13242,2,86913,764491,ptp4l[15734.643]: master offset      13242 s2 freq  +86913 path delay    764491,176.15600000000086
15735.644,828620,2,169280,764491,ptp4l[15735.644]: master offset     828620 s2 freq +169280 path delay    764491,177.15700000000106
15736.646,-10854,2,85321,827376,ptp4l[15736.646]: master offset     -10854 s2 freq  +85321 path delay    827376,178.15900000000147
15737.646,-109104,2,75387,827376,ptp4l[15737.646]: master offset    -109104 s2 freq  +75387 path delay    827376,179.15900000000147
15738.646,-754882,2,10055,908537,ptp4l[15738.646]: master offset    -754882 s2 freq  +10055 path delay    908537,180.15900000000147
15739.649,-77046,2,77761,908537,ptp4l[15739.649]: master offset     -77046 s2 freq  +77761 path delay    908537,181.16200000000026
15740.651,8934,2,86368,908537,ptp4l[15740.651]: master offset       8934 s2 freq  +86368 path delay    908537,182.16400000000067
15741.649,-696475,2,15131,984491,ptp4l[15741.649]: master offset    -696475 s2 freq  +15131 path delay    984491,183.16200000000026
